USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          84  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/11]
root          86  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/11:0H-events_highpri]
root          87  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/12]
root          88  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/12]
root          89  0.0  0.0      0     0 ?        S    Oct02   0:01 [migration/12]
root          90  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/12]
root          92  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/12:0H-events_highpri]
root          93  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/13]
root          94  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/13]
root          95  0.0  0.0      0     0 ?        S    Oct02   0:01 [migration/13]
root          96  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/13]
root          98  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/13:0H-events_highpri]
root          99  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/14]
root         100  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/14]
root         101  0.0  0.0      0     0 ?        S    Oct02   0:01 [migration/14]
root         102  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/14]
root         104  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/14:0H-events_highpri]
root         105  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/15]
root         106  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/15]
root         107  0.0  0.0      0     0 ?        S    Oct02   0:00 [migration/15]
root         108  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/15]
root         110  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/15:0H-events_highpri]
root         111  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/16]
root         112  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/16]
root         113  0.0  0.0      0     0 ?        S    Oct02   0:02 [migration/16]
root         114  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/16]
root         115  0.0  0.0      0     0 ?        I    Oct02   0:01 [kworker/16:0-mm_percpu_wq]
root         116  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/16:0H-events_highpri]
root         117  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/17]
root         118  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/17]
root         119  0.0  0.0      0     0 ?        S    Oct02   0:00 [migration/17]
root         120  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/17]
root         122  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/17:0H-kblockd]
root         123  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/18]
root         124  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/18]
root         125  0.0  0.0      0     0 ?        S    Oct02   0:04 [migration/18]
root         126  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/18]
root         128  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/18:0H-events_highpri]
root         129  0.0  0.0      0     0 ?        S    Oct02   0:00 [cpuhp/19]
root         130  0.0  0.0      0     0 ?        S    Oct02   0:00 [idle_inject/19]
root         131  0.0  0.0      0     0 ?        S    Oct02   0:01 [migration/19]
root         132  0.0  0.0      0     0 ?        S    Oct02   0:00 [ksoftirqd/19]
root         134  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/19:0H-events_highpri]
root         135  0.0  0.0      0     0 ?        S    Oct02   0:00 [kdevtmpfs]
root         136  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-inet_]
root         138  0.0  0.0      0     0 ?        S    Oct02   0:00 [kauditd]
root         142  0.0  0.0      0     0 ?        S    Oct02   0:00 [khungtaskd]
root         143  0.0  0.0      0     0 ?        S    Oct02   0:00 [oom_reaper]
root         145  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-write]
root         146  0.0  0.0      0     0 ?        S    Oct02   0:03 [kcompactd0]
root         147  0.0  0.0      0     0 ?        SN   Oct02   0:00 [ksmd]
root         148  0.0  0.0      0     0 ?        SN   Oct02   0:00 [khugepaged]
root         149  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-kinte]
root         150  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-kbloc]
root         151  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-blkcg]
root         152  0.0  0.0      0     0 ?        S    Oct02   0:00 [irq/9-acpi]
root         153  0.0  0.0      0     0 ?        I    Oct02   0:02 [kworker/10:1-events]
root         154  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-tpm_d]
root         155  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ata_s]
root         156  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-md]
root         157  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-md_bi]
root         158  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-edac-]
root         159  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-devfr]
root         160  0.0  0.0      0     0 ?        S    Oct02   0:00 [watchdogd]
root         162  0.0  0.0      0     0 ?        I<   Oct02   0:04 [kworker/1:1H-kblockd]
root         164  0.0  0.0      0     0 ?        S    Oct02   0:00 [kswapd0]
root         165  0.0  0.0      0     0 ?        S    Oct02   0:00 [ecryptfs-kthread]
root         166  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-kthro]
root         168  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-acpi_]
root         169  0.0  0.0      0     0 ?        S    Oct02   0:00 [hwrng]
root         172  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-mld]
root         173  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/5:1H-kblockd]
root         174  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ipv6_]
root         181  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-kstrp]
root         189  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/u41:0]
root         203  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-charg]
root         229  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/14:1H-kblockd]
root         230  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/17:1H]
root         250  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/18:1H-kblockd]
root         251  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/16:1H-kblockd]
root         281  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/3:1H-kblockd]
root         282  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/4:1H-kblockd]
root         283  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/2:1H-kblockd]
root         284  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/6:1H-kblockd]
root         285  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/10:1H-kblockd]
root         286  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/8:1H-kblockd]
root         287  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/12:1H-kblockd]
root         288  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/15:1H-kblockd]
root         289  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/0:1H-kblockd]
root         290  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/13:1H-kblockd]
root         291  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/9:1H-kblockd]
root         292  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/19:1H-kblockd]
root         293  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/7:1H-kblockd]
root         294  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/11:1H-kblockd]
root         340  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-nvme-]
root         342  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-nvme-]
root         343  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-nvme-]
root         344  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-nvme-]
root         347  0.0  0.0      0     0 ?        I    Oct02   0:03 [kworker/18:1-mm_percpu_wq]
root         348  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_0]
root         349  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         350  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_1]
root         351  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         352  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_2]
root         353  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         354  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_3]
root         355  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         356  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_4]
root         357  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         358  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_5]
root         359  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         360  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_6]
root         361  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         362  0.0  0.0      0     0 ?        S    Oct02   0:00 [scsi_eh_7]
root         363  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-scsi_]
root         376  0.0  0.0      0     0 ?        I    Oct02   0:03 [kworker/6:1-events]
root         377  0.0  0.0      0     0 ?        I    Oct02   0:01 [kworker/12:1-mm_percpu_wq]
root         417  0.0  0.0      0     0 ?        S    Oct02   0:01 [jbd2/nvme0n1p2-8]
root         418  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ext4-]
root         469  0.0  0.0  75436 18872 ?        S<s  Oct02   0:04 /usr/lib/systemd/systemd-journald
root         495  0.0  0.0      0     0 ?        I    Oct02   0:02 [kworker/11:2-events]
root         506  0.0  0.0      0     0 ?        I    Oct02   0:01 [kworker/13:2-mm_percpu_wq]
root         509  0.0  0.0      0     0 ?        I    Oct02   0:04 [kworker/2:2-events]
root         558  0.0  0.0  30728  7716 ?        Ss   Oct02   0:00 /usr/lib/systemd/systemd-udevd
root         628  0.0  0.0      0     0 ?        S    Oct02   0:00 [psimon]
root         733  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/1:2H-kblockd]
root         832  0.0  0.0      0     0 ?        S    Oct02   0:00 [irq/73-mei_me]
root         914  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-crypt]
root         932  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-cfg80]
root         955  0.0  0.0      0     0 ?        S    Oct02   0:00 [irq/75-1-0008]
root         967  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-1-000]
root         970  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-nfit]
root         979  0.0  0.0      0     0 ?        S    Oct02   0:00 [nv_queue]
root         980  0.0  0.0      0     0 ?        S    Oct02   0:00 [nv_queue]
root         983  0.9  0.0      0     0 ?        S    Oct02  16:31 [nvidia-modeset/kthread_q]
root         984  0.0  0.0      0     0 ?        S    Oct02   0:00 [nvidia-modeset/deferred_close_kthread_q]
root         986  0.5  0.0      0     0 ?        S    Oct02  10:18 [irq/87-nvidia]
root         987  0.0  0.0      0     0 ?        S    Oct02   0:00 [nvidia]
root         988  0.0  0.0      0     0 ?        S    Oct02   0:22 [nv_queue]
root        1012  0.0  0.0      0     0 ?        S    Oct02   0:10 [jbd2/sda1-8]
root        1013  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ext4-]
systemd+    1153  0.1  0.0  22248 12960 ?        Ss   Oct02   2:32 /usr/lib/systemd/systemd-resolved
systemd+    1154  0.0  0.0  91212  7840 ?        Ssl  Oct02   0:00 /usr/lib/systemd/systemd-timesyncd
avahi       1234  0.0  0.0   8752  4000 ?        Ss   Oct02   0:02 avahi-daemon: running [CodePoetry.local]
message+    1235  0.0  0.0  12076  5920 ?        Ss   Oct02   0:02 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
polkitd     1243  0.0  0.0 384776  9968 ?        Ssl  Oct02   0:00 /usr/lib/polkit-1/polkitd --no-debug
root        1244  0.0  0.0 313512  7496 ?        Ssl  Oct02   0:00 /usr/libexec/power-profiles-daemon
root        1251  0.0  0.0  12392  6080 ?        Ss   Oct02   0:00 /usr/sbin/smartd -n
root        1256  0.0  0.1 3248148 34212 ?       Ssl  Oct02   0:29 /usr/lib/snapd/snapd
root        1258  0.0  0.0 313292  7136 ?        Ssl  Oct02   0:02 /usr/libexec/accounts-daemon
root        1260  0.0  0.0   9424  2400 ?        Ss   Oct02   0:00 /usr/sbin/cron -f -P
root        1262  0.0  0.0 309804  6560 ?        Ssl  Oct02   0:00 /usr/libexec/switcheroo-control
root        1266  0.0  0.0  18160  8392 ?        Ss   Oct02   0:00 /usr/lib/systemd/systemd-logind
root        1268  0.0  0.0 470700 14032 ?        Ssl  Oct02   0:12 /usr/libexec/udisks2/udisksd
avahi       1278  0.0  0.0   8476  1284 ?        S    Oct02   0:00 avahi-daemon: chroot helper
root        1279  0.0  0.0 336300 17760 ?        Ssl  Oct02   0:02 /usr/sbin/NetworkManager --no-daemon
root        1280  0.0  0.0  17376  5440 ?        Ss   Oct02   0:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
syslog      1363  0.0  0.0 222568  5708 ?        Ssl  Oct02   0:00 /usr/sbin/rsyslogd -n -iNONE
root        1387  0.0  0.0 392092 11824 ?        Ssl  Oct02   0:00 /usr/sbin/ModemManager
epmd        1568  0.0  0.0   7160  3040 ?        Ss   Oct02   0:01 /usr/bin/epmd -systemd
root        1574  0.0  0.0 1235336 9696 ?        Ssl  Oct02   0:03 /snap/canonical-livepatch/282/canonical-livepatchd
root        1576  0.0  0.0 118048 24320 ?        Ssl  Oct02   0:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
kernoops    1654  0.0  0.0  12744  2244 ?        Ss   Oct02   0:00 /usr/sbin/kerneloops --test
kernoops    1658  0.0  0.0  12744  1924 ?        Ss   Oct02   0:00 /usr/sbin/kerneloops
www-data    1667  0.0  0.0   5940  4160 ?        Ss   Oct02   0:03 /usr/sbin/lighttpd -D -f /etc/lighttpd/lighttpd.conf
root        1800  0.0  0.0      0     0 ?        S    Oct02   0:00 [UVM global queue]
root        1801  0.0  0.0      0     0 ?        S    Oct02   0:00 [UVM deferred release queue]
root        1802  0.0  0.0      0     0 ?        S    Oct02   0:00 [UVM Tools Event Queue]
nvidia-+    1819  0.0  0.0   5228  1920 ?        Ss   Oct02   0:00 /usr/bin/nvidia-persistenced --user nvidia-persistenced --no-persistence-mode --verbose
root        1820  0.0  0.0 380076  7152 ?        SLsl Oct02   0:00 /usr/sbin/lightdm
root        1847  1.4  0.2 25478960 85188 tty7   Ssl+ Oct02  25:11 /usr/lib/xorg/Xorg -core :0 -seat seat0 -auth /var/run/lightdm/root/:0 -nolisten tcp vt7 -novtswitch
root        1850  0.0  0.0   8704  1920 tty1     Ss+  Oct02   0:00 /sbin/agetty -o -p -- \u --noclear - linux
rtkit       1965  0.0  0.0  22940  3360 ?        SNsl Oct02   0:01 /usr/libexec/rtkit-daemon
root        2065  0.0  0.0 317292  9280 ?        Ssl  Oct02   0:00 /usr/libexec/upowerd
root        2074  0.0  0.0 234816  8640 ?        Sl   Oct02   0:00 lightdm --session-child 14 21
root        2088  0.3  0.1 3266356 48456 ?       Ssl  Oct02   6:31 /usr/bin/bettercap -no-colors -eval set events.stream.output /var/log/bettercap.log; api.rest on
root        2103  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ib-co]
root        2104  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ib-co]
root        2105  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ib_mc]
root        2106  0.0  0.0      0     0 ?        I<   Oct02   0:00 [kworker/R-ib_nl]
oicnanev    2177  0.0  0.0  21556 12320 ?        Ss   Oct02   0:01 /usr/lib/systemd/systemd --user
oicnanev    2178  0.0  0.0  21460  3580 ?        S    Oct02   0:00 (sd-pam)
oicnanev    2188  0.0  0.0 117040 14672 ?        S<sl Oct02   0:18 /usr/bin/pipewire
oicnanev    2189  0.0  0.0  97736  5920 ?        Ssl  Oct02   0:00 /usr/bin/pipewire -c filter-chain.conf
oicnanev    2191  0.0  0.0 406992 18240 ?        S<sl Oct02   1:07 /usr/bin/wireplumber
oicnanev    2192  0.0  0.0 124972 26632 ?        S<sl Oct02   0:25 /usr/bin/pipewire-pulse
oicnanev    2194  0.0  0.0 390376  9920 ?        SLsl Oct02   0:00 /usr/bin/gnome-keyring-daemon --foreground --components=pkcs11,secrets --control-directory=/run/user/1000/keyring
oicnanev    2208  0.0  0.0  10940  5120 ?        Ss   Oct02   0:02 /usr/bin/dbus-daemon --session --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
oicnanev    2235  0.0  0.0 536560  7200 ?        Ssl  Oct02   0:00 /usr/libexec/xdg-document-portal
oicnanev    2242  0.0  0.0 309908  6400 ?        Ssl  Oct02   0:00 /usr/libexec/xdg-permission-store
root        2249  0.0  0.0   2704  1920 ?        Ss   Oct02   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
oicnanev    2265  0.0  0.0 520832 17600 ?        Ssl  Oct02   0:00 /usr/libexec/budgie-session-binary --builtin --session=org.buddiesofbudgie.BudgieDesktop
oicnanev    2512  0.0  0.0 314260  7360 ?        Ssl  Oct02   0:00 /usr/libexec/gvfsd
oicnanev    2518  0.0  0.0 459712  7040 ?        Sl   Oct02   0:00 /usr/libexec/gvfsd-fuse /run/user/1000/gvfs -f
oicnanev    2528  0.0  0.0 383052  7680 ?        Ssl  Oct02   0:00 /usr/libexec/at-spi-bus-launcher
oicnanev    2535  0.0  0.0  10556  5280 ?        S    Oct02   0:49 /usr/bin/dbus-daemon --config-file=/usr/share/defaults/at-spi2/accessibility.conf --nofork --print-address 11 --address=unix:path=/run/user/1000/at-spi/bus_0
oicnanev    2558  0.0  0.0 383632  6560 ?        Sl   Oct02   0:00 /usr/libexec/gsd-a11y-settings
oicnanev    2560  0.0  0.0 309556  5760 ?        Sl   Oct02   0:00 /usr/libexec/gsd-screensaver-proxy
oicnanev    2573  0.0  0.0 451920 25888 ?        Sl   Oct02   0:01 /usr/libexec/gsd-color
oicnanev    2576  0.0  0.0 543308 10560 ?        Sl   Oct02   0:00 /usr/libexec/gsd-sharing
oicnanev    2582  0.0  0.0 532108  6720 ?        Sl   Oct02   0:00 /usr/libexec/gsd-usb-protection
oicnanev    2587  0.0  0.0 431768 11680 ?        Sl   Oct02   0:00 /usr/libexec/gsd-datetime
oicnanev    2596  0.0  0.0 385932  7840 ?        Sl   Oct02   0:00 /usr/libexec/gsd-smartcard
oicnanev    2601  0.0  0.0 459292  7360 ?        Sl   Oct02   0:08 /usr/libexec/gsd-housekeeping
oicnanev    2605  0.0  0.0 393620  9280 ?        Sl   Oct02   0:00 /usr/libexec/gsd-sound
oicnanev    2617  0.0  0.0 524856 24616 ?        Sl   Oct02   0:00 /usr/libexec/gsd-wacom
oicnanev    2620  0.0  0.0 452908 27592 ?        Sl   Oct02   0:02 /usr/libexec/gsd-xsettings
oicnanev    2623  0.0  0.0 391040  8800 ?        Sl   Oct02   0:00 /usr/libexec/gsd-wwan
oicnanev    2630  0.0  0.0 450188 24480 ?        Sl   Oct02   0:00 /usr/libexec/gsd-keyboard
oicnanev    2637  0.0  0.0 596052 27840 ?        Sl   Oct02   0:07 /usr/libexec/gsd-media-keys
oicnanev    2646  0.0  0.0 525436 25584 ?        Sl   Oct02   0:00 /usr/libexec/gsd-power
oicnanev    2650  0.0  0.0 323644 10720 ?        Sl   Oct02   0:00 /usr/libexec/gsd-print-notifications
oicnanev    2653  0.0  0.0 531084  6080 ?        Sl   Oct02   0:00 /usr/libexec/gsd-rfkill
oicnanev    2677  0.0  0.0 236044  7680 ?        Sl   Oct02   0:05 /usr/libexec/at-spi2-registryd --use-gnome-session
oicnanev    2725  0.0  0.0 416204 14880 ?        Sl   Oct02   0:00 /usr/libexec/gsd-printer
oicnanev    2737  1.1  0.6 1145956 214304 ?      Sl   Oct02  19:59 /usr/bin/budgie-wm
oicnanev    2760  0.0  0.0  39000 12000 ?        Ss   Oct02   0:00 /snap/snapd-desktop-integration/178/usr/bin/snapd-desktop-integration
oicnanev    2811  0.0  0.1 453272 53512 ?        Sl   Oct02   0:02 /snap/snapd-desktop-integration/178/usr/bin/snapd-desktop-integration
oicnanev    2820  0.1  0.2 1020524 93468 ?       Sl   Oct02   1:48 /usr/bin/budgie-panel
colord      2829  0.0  0.0 320260 13900 ?        Ssl  Oct02   0:00 /usr/libexec/colord
oicnanev    2853  0.0  0.0 230480  6080 ?        Ssl  Oct02   0:00 /usr/libexec/dconf-service
oicnanev    2879  0.0  0.0 537116 11360 ?        Ssl  Oct02   0:07 /usr/libexec/gvfs-udisks2-volume-monitor
oicnanev    2892  0.0  0.0 389376  7520 ?        Ssl  Oct02   0:04 /usr/libexec/gvfs-afc-volume-monitor
oicnanev    2898  0.0  0.0 310888  6880 ?        Ssl  Oct02   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
